ID_ARBRE,commune,quartier,site,cote_voirie,matricule_arbre,genre_arbre,espece_arbre,controle,situation,type_sol,surf_permeable,date_plantation,classe_age,hauteur,classe_hauteur,diametre,circonference (en cm),classe_circonference,port_arbre,vigueur_pousse,champignon_collet,insecte_collet,plaie_collet,observation_collet,champignon_tronc,insecte_tronc,fissure_tronc,rejet_tronc,tuteurage_arbre,canisse_arbre,plaie_tronc,observation_tronc,champignon_houppier,insecte_houppier,fissure_houppier,ecorce_incluse_houppier,bois_mort_houppier,plaie_houppier,observation_houppier,esperance_maintien,contrainte,classification_diagnostic
78551-Arbres-368,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Pair,18,Catalpa, Bignonioides - Walter -  ,1,Alignement,S,1,1980,A,1500,H3,82.76057041,130,C3,L,MP,Non,,,,,,,,Non,Non,,,,,,,,,,,,
78551-Arbres-369,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Pair,19,Catalpa, Bignonioides - Walter -  ,1,Alignement,S,1,1980,A,1500,H3,79.57747155,125,C3,L,MP,Non,,,,,,,,Non,Non,,,,,,,,,,,,
78551-Arbres-370,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Pair,20,Catalpa, Bignonioides - Walter -  ,1,Alignement,S,1,1980,A,1500,H3,85.94366927,135,C3,L,MP,Non,,,,,,,,Non,Non,,,,,,,,,,,,
78551-Arbres-371,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Pair,21,Prunus, sp. -  - ,,Alignement,Gr,1,2010,JA,250,H1,41.3802852,65,C2,L,P,Non,Non,RCPLS, Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,Échaudure ,Non,Non,HPF ,Non,HPBM ,HPLS,Échaudure,1,Non,C2
78551-Arbres-372,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Pair,22,Prunus, sp. -  - ,,Alignement,Gr,1,2010,JA,250,H1,44.56338407,70,C2,L,P,Non,Non,RCPLS, Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,Échaudure ,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-373,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,1,Alnus, Glutinosa -,,Alignement,Gr,1,1990,A,2000,H4,105.0422624,165,C4,L,P,Non,Non,RCPPL, Racine apparente,Non,Non,TPF,Oui,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-374,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,2,Alnus, Glutinosa -,,Alignement,Gr,1,1990,A,2000,H4,101.8591636,160,C4,L,P,Non,Non,RCPLC, Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-375,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,3,Alnus, Glutinosa -,,Alignement,Gr,1,1990,A,2000,H4,82.76057041,130,C3,L,P,Non,Non,RCPPL, Racine apparente,Non,Non,TPF,Oui,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-376,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,4,Alnus, Glutinosa -,,Alignement,Gr,1,1990,A,2000,H4,95.49296586,150,C3,L,P,Non,Non,RCPPL, Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Oui,HPBM ,HPLS,Écorce incluse,1,Oui,C3
78551-Arbres-377,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,5,Alnus, Glutinosa -,,Alignement,Gr,1,1990,A,2000,H4,80.21409132,126,C3,L,P,Non,Non,RCPPL, Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-378,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,6,Alnus, Glutinosa -,,Alignement,Gr,1,2010,JA,1200,H3,50.92958179,80,C2,L,P,Non,Non,RCPLNC,Échaudure,Non,Non,TPF,Non,Non,Non,TPLS,Échaudure ,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C3
78551-Arbres-379,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,7,Alnus, Glutinosa -,,Alignement,Gr,1,1990,A,2000,H4,82.76057041,130,C3,L,P,Non,Non,RCPPL, Racine apparente,Non,Non,TPF,Oui,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-380,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,8,Carpinus, Betulus - L. -  ,,Alignement,Gr,1,2010,JA,800,H2,41.3802852,65,C2,L,P,Non,Non,RCPPL, Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-381,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,9,Carpinus, Betulus - L. -  ,,Alignement,S,1,2010,JA,800,H2,44.56338407,70,C2,L,P,Non,Non,RCPPL, Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-382,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,10,Carpinus, Betulus - L. -  ,,Alignement,Gr,1,2010,JA,800,H2,41.3802852,65,C2,L,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-383,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,11,Carpinus, Betulus - L. -  ,,Alignement,Gr,1,2010,JA,800,H2,38.19718634,60,C2,L,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-384,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,12,Carpinus, Betulus - L. -  ,,Alignement,Gr,1,2010,JA,800,H2,41.3802852,65,C2,L,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-385,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,13,Carpinus, Betulus - L. -  ,,Alignement,Gr,1,2010,JA,800,H2,31.83098862,50,C1,L,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-386,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,14,Carpinus, Betulus - L. -  ,,Alignement,Gr,1,2010,JA,800,H2,38.19718634,60,C2,L,P,Non,Non,RCPPL, Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-387,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,15,Carpinus, Betulus - L. -  ,,Alignement,Gr,1,2010,JA,800,H2,44.56338407,70,C2,L,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-388,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,16,Carpinus, Betulus - L. -  ,,Alignement,Gr,1,2010,JA,800,H2,31.83098862,50,C1,L,P,Non,Non,RCPPL, Racine apparente,Non,Non,TPF,Non,T2:Bipode,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-389,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,17,Carpinus, Betulus - L. -  ,,Alignement,S,1,2010,JA,800,H2,31.83098862,50,C1,L,P,Non,Non,RCPLS,Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-390,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,18,Carpinus, Betulus - L. -  ,,Alignement,Gr,1,2010,JA,800,H2,60.47887837,95,C2,L,P,Non,Non,RCPLNC, Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-391,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,19,Carpinus, Betulus - L. -  ,,Alignement,S,1,2010,JA,800,H2,41.3802852,65,C2,L,P,Non,Non,RCPPL,Racine apparente,Non,Non,TPF,Non,Non,Non,TPLNC,Plaie longitudinale ,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-392,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,20,Carpinus, Betulus - L. -  ,,Alignement,Gr,1,2010,JA,800,H2,41.3802852,65,C2,L,P,Non,Non,RCPLNC,Échaudure,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-393,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,21,Carpinus, Betulus - L. -  ,,Alignement,Gr,1,2010,JA,800,H2,44.56338407,70,C2,L,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,Échaudure,1,Non,C2
78551-Arbres-394,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,22,Carpinus, Betulus - L. -  ,,Alignement,Gr,1,2010,JA,800,H2,38.19718634,60,C2,L,P,Non,Non,RCPPL, Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-395,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,23,Carpinus, Betulus - L. -  ,,Alignement,Gr,1,2010,JA,800,H2,54.11268065,85,C2,L,P,Non,Non,RCPPL, Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-396,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,24,Carpinus, Betulus - L. -  ,,Alignement,Gr,1,2010,JA,800,H2,38.19718634,60,C2,L,P,Non,Non,RCPPL, Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-397,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,25,Paulownia, Glabrata -  - ,1,Alignement,S,1,1980,A,1500,H3,143.2394488,225,C5,L,P,Non,,,,,,,,Non,Non,,,,,,,,,,,,
78551-Arbres-398,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,26,Paulownia, Glabrata -  - ,1,Alignement,S,1,1980,A,1500,H3,108.2253613,170,C4,L,P,Non,,,,,,,,Non,Non,,,,,,,,,,,,
78551-Arbres-399,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,27,Paulownia, Glabrata -  - ,1,Alignement,S,1,1980,A,1500,H3,105.0422624,165,C4,L,P,Non,,,,,,,,Non,Non,,,,,,,,,,,,
78551-Arbres-400,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,28,Paulownia, Glabrata -  - ,1,Alignement,S,1,1980,A,1500,H3,114.591559,180,C4,L,P,Non,,,,,,,,Non,Non,,,,,,,,,,,,
78551-Arbres-401,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,29,Paulownia, Glabrata -  - ,1,Alignement,S,1,1980,A,1500,H3,149.6056465,235,C5,L,P,Non,,,,,,,,Non,Non,,,,,,,,,,,,
78551-Arbres-402,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,30,Paulownia, Glabrata -  - ,1,Alignement,S,1,1980,A,1500,H3,117.7746579,185,C4,L,P,Non,,,,,,,,Non,Non,,,,,,,,,,,,
78551-Arbres-403,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,31,Prunus, sp. -  - ,,Alignement,S,1,2018,J,300,H1,22.28169203,35,C1,L,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-404,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,32,Prunus, sp. -  - ,,Alignement,S,1,2000,A,400,H1,60.47887837,95,C2,L,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLS,Échaudure ,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-405,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,33,Prunus, sp. -  - ,,Alignement,S,1,2000,A,400,H1,117.7746579,185,C4,L,P,Oui,Non,RCPPL,Phellin du fruitier,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,3,Non,C5
78551-Arbres-406,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue des Gaudines,Impair,1,Tilia, sp. -   -  ,,Alignement,Gr,1,2000,JA,1200,H3,63.66197724,100,C2,L,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLNC,Plaie longitudinale ,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-407,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue des Gaudines,Impair,2,Tilia, sp. -   -  ,,Alignement,Gr,1,2000,JA,1200,H3,47.74648293,75,C2,L,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLNC,Plaie longitudinale ,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-408,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue des Gaudines,Impair,3,Tilia, sp. -   -  ,,Alignement,Gr,1,2000,JA,1200,H3,44.56338407,70,C2,L,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-409,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue des Gaudines,Impair,4,Tilia, sp. -   -  ,,Alignement,Gr,1,2000,JA,1200,H3,66.8450761,105,C3,L,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-410,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue de l'Aurore,Impair,1,Acer, campestris -  - Royal Ruby,,Alignement,S,1,2010,JA,600,H2,28.64788976,45,C1,SL,MP,Non,Non,RCPLS,Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,Cavité ouverte ,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-411,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue de l'Aurore,Impair,2,Acer, campestris -  - Royal Ruby,,Alignement,S,1,2010,JA,600,H2,28.64788976,45,C1,SL,MP,Non,Non,RCPLS,,Non,Non,TPF,Non,Non,Non,TPLS,Cavité ouverte ,Non,Non,HPF ,Non,HPBM ,HPLNC,Déchirure ,1,Non,C2
78551-Arbres-412,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue de l'Aurore,Impair,3,Acer, campestris -  - Royal Ruby,,Alignement,S,1,2010,JA,600,H2,31.83098862,50,C1,SL,MP,Non,Non,RCPLNC,Autres,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-413,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue de l'Aurore,Impair,4,Acer, campestris -  - Royal Ruby,,Alignement,S,1,2010,JA,600,H2,41.3802852,65,C2,SL,P,Non,Non,RCPLS,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-414,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue de l'Aurore,Impair,5,Acer, campestris -  - Royal Ruby,,Alignement,S,1,2010,JA,600,H2,41.3802852,65,C2,SL,P,Non,Non,RCPLNC,Autres,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-415,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue de l'Aurore,Impair,6,Acer, campestris -  - Royal Ruby,,Alignement,S,1,2010,JA,600,H2,50.92958179,80,C2,SL,P,Non,Non,RCPLS,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-416,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue de l'Aurore,Impair,7,Acer, campestris -  - Royal Ruby,,Alignement,S,1,2010,JA,600,H2,44.56338407,70,C2,SL,P,Non,Non,RCPLS,Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-417,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue de l'Aurore,Impair,8,Acer, campestris -  - Royal Ruby,,Alignement,S,1,2010,JA,600,H2,54.11268065,85,C2,SL,P,Non,Non,RCPLS,Racine apparente,Non,Non,TPF,Non,Non,Non,TPLNC,Plaie longitudinale ,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-418,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue de l'Aurore,Impair,9,Acer, campestris -  - Royal Ruby,,Alignement,S,1,2010,JA,600,H2,50.92958179,80,C2,SL,P,Non,Non,RCPLS,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-419,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue de l'Aurore,Impair,10,Acer, campestris -  - Royal Ruby,,Alignement,S,1,2010,JA,600,H2,47.74648293,75,C2,SL,P,Non,Non,RCPLS,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-420,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue de l'Aurore,Impair,11,Acer, campestris -  - Royal Ruby,,Alignement,S,1,2010,JA,600,H2,41.3802852,65,C2,SL,P,Non,Non,RCPLS,Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-421,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue de l'Aurore,Impair,12,Acer, campestris -  - Royal Ruby,,Alignement,S,1,2010,JA,600,H2,44.56338407,70,C2,SL,P,Non,Non,RCPLS,Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLNC,Déchirure ,1,Non,C2
78551-Arbres-422,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Square Giraud Teulon,,1,Ailanthus, Altissima - Swingle -  ,,Isolé,E,0,1950,AM,2000,H4,190.9859317,300,C6,L,P,Non,Non,RCPLS,Autres,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HBMI ,HPLS,,1,Non,C2
78551-Arbres-423,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Square Giraud Teulon,,2,Betula, sp. -  - ,,Groupe,GR,1,2010,J,600,H2,41.3802852,65,C2,L,P,Non,Non,RCPLS,Cépée,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-424,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Square Giraud Teulon,,3,Betula, sp. -  - ,,Groupe,GR,1,2010,J,600,H2,44.56338407,70,C2,L,P,Non,Non,RCPLS,Autres,Non,Non,TPF,Non,Non,Non,TPLNC,Plaie longitudinale ,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-425,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Square Giraud Teulon,,4,Aesculus, sp. -   -  ,,Groupe,GR,1,2010,J,600,H2,63.66197724,100,C2,L,P,Non,Non,RCPLS,Racine de surface abimée,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C1
78551-Arbres-426,Saint Germain en Laye,Quartier 3 - Lycée International,Place Jean Monnet,,1,Aesculus, Hippocastanum -  - Baumannii,,,G,5,1950,AM,2200,H5,171.8873385,270,C6,L,P,Non,Non,RCPLS,Racine de surface abimée,Non,Non,TPF,Oui,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLNC,Cavité ouverte,1,Oui,C3
78551-Arbres-427,Saint Germain en Laye,Quartier 3 - Lycée International,Rue du Fer a Cheval,,1,Fagus, Sylvatica - L. -  ,,Isolé,GR,1,2000,JA,800,H2,60.47887837,95,C2,L,MP,Non,Non,RCPLS,Autres,Non,Non,TPF,Non,Non,Non,TPLNC,,Non,Non,HPF ,Non,HPBM ,HPLS,Axe 3 Mort 2M Nord,2,Non,C3
78551-Arbres-428,Saint Germain en Laye,Quartier 6 - Hôpital,Jardin du CA,,1,Cedrus, Atlantica - Manetti. -  ,,Groupe,G,100,1990,A,1600,H4,95.49296586,150,C3,L,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPPL,,Non,Non,HPF ,Non,HPBM ,HPPL,,1,Non,C1
78551-Arbres-429,Saint Germain en Laye,Quartier 6 - Hôpital,Jardin du CA,,2,Cedrus, Atlantica - Manetti. -  ,,Groupe,G,100,1990,A,1800,H4,133.6901522,210,C5,L,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Oui,HPBM ,HPLS,Écorce incluse,1,Non,C3
78551-Arbres-430,Saint Germain en Laye,Quartier 6 - Hôpital,Jardin du CA,,3,Cedrus, Atlantica - Manetti. -  ,,Groupe,G,100,1990,A,1600,H4,82.76057041,130,C3,L,MP,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HBMI ,HPLS,,2,Non,C2
78551-Arbres-431,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,1,Tilia, Europaea -  - Pallida,,Alignement,MA,4,1980,A,800,H2,63.66197724,100,C2,R5,P,Non,Non,RCPLS,Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,2,Non,C2
78551-Arbres-432,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,2,Tilia, Europaea -  - Pallida,,Alignement,MA,4,1980,A,800,H2,60.47887837,95,C2,R5,P,Non,Non,RCPLS,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,2,Non,C2
78551-Arbres-433,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,3,Tilia, Europaea -  - Pallida,,Alignement,MA,4,1980,A,800,H2,66.8450761,105,C3,R5,P,Non,Non,RCPLNC,Autres,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,2,Non,C2
78551-Arbres-434,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,4,Tilia, Europaea -  - Pallida,,Alignement,MA,4,1980,A,800,H2,63.66197724,100,C2,R5,P,Non,Non,RCPLS,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,2,Non,C2
78551-Arbres-435,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,5,Tilia, Europaea -  - Pallida,,Alignement,MA,4,1980,A,800,H2,63.66197724,100,C2,R5,P,Non,Non,RCPLS,Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,2,Non,C2
78551-Arbres-436,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,6,Tilia, Europaea -  - Pallida,,Alignement,MA,4,1980,A,800,H2,85.94366927,135,C3,R5,P,Non,Non,RCPLS,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,2,Non,C2
78551-Arbres-437,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,7,Tilia, Europaea -  - Pallida,,Alignement,MA,4,1980,A,800,H2,66.8450761,105,C3,R5,P,Non,Non,RCPLS,,Non,Non,TPF,Non,Non,Non,TPLCF,Plaie longitudinale ,Non,Non,HPF ,Non,HPBM ,HPLS,,2,Non,C3
78551-Arbres-438,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,8,Tilia, Europaea -  - Pallida,,Alignement,MA,4,1980,A,800,H2,47.74648293,75,C2,R5,P,Non,Non,RCPLS,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,2,Non,C2
78551-Arbres-439,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,9,Tilia, Europaea -  - Pallida,,Alignement,MA,4,1980,A,800,H2,73.21127382,115,C3,R5,P,Non,Non,RCPLS,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLNC,Cavité ouverte,2,Non,C3
78551-Arbres-440,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,10,Tilia, Europaea -  - Pallida,,Alignement,MA,4,1980,A,800,H2,63.66197724,100,C2,R5,P,Non,Non,RCPLS,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,2,Non,C2
78551-Arbres-441,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,11,Tilia, Europaea -  - Pallida,,Alignement,MA,4,1980,A,800,H2,57.29577951,90,C2,R5,P,Non,Non,RCPLS,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,2,Non,C2
